departamento,municipio,codigo dane,armas medios,mes,descripcion conducta,genero,agrupa edad persona,cantidad
TOLIMA,IBAGUÉ (CT),73001000,ARMA BLANCA / CORTOPUNZANTE,MARZO,ARTÍCULO 104A. FEMINICIDIO,FEMENINO,ADULTOS,1
TOLIMA,MARIQUITA,73443000,ARMA BLANCA / CORTOPUNZANTE,MARZO,ARTÍCULO 104A. FEMINICIDIO,FEMENINO,ADULTOS,1
TOLIMA,ORTEGA,73504000,ARMA BLANCA / CORTOPUNZANTE,MARZO,ARTÍCULO 103. HOMICIDIO,MASCULINO,ADOLESCENTES,1
TOLIMA,PURIFICACIÓN,73585000,ARMA BLANCA / CORTOPUNZANTE,MARZO,ARTÍCULO 103. HOMICIDIO,MASCULINO,ADULTOS,1
TOLIMA,ROVIRA,73624000,ARMA BLANCA / CORTOPUNZANTE,MARZO,ARTÍCULO 103. HOMICIDIO,MASCULINO,ADULTOS,1
TOLIMA,CUNDAY,73226000,ARMA BLANCA / CORTOPUNZANTE,ABRILIL,ARTÍCULO 104A. FEMINICIDIO,FEMENINO,ADULTOS,1
TOLIMA,ESPINAL,73268000,ARMA BLANCA / CORTOPUNZANTE,ABRILIL,ARTÍCULO 103. HOMICIDIO,MASCULINO,ADULTOS,1
TOLIMA,IBAGUÉ (CT),73001000,ARMA BLANCA / CORTOPUNZANTE,ABRILIL,ARTÍCULO 103. HOMICIDIO,MASCULINO,ADULTOS,1
TOLIMA,PLANADAS,73555000,ARMA BLANCA / CORTOPUNZANTE,ABRILIL,ARTÍCULO 103. HOMICIDIO,MASCULINO,ADULTOS,1
TOLIMA,IBAGUÉ (CT),73001000,ARMA BLANCA / CORTOPUNZANTE,MAYO,ARTÍCULO 103. HOMICIDIO,MASCULINO,ADULTOS,3
TOLIMA,IBAGUÉ (CT),73001000,ARMA BLANCA / CORTOPUNZANTE,MAYO,ARTÍCULO 104A. FEMINICIDIO,FEMENINO,ADULTOS,1
TOLIMA,MARIQUITA,73443000,ARMA BLANCA / CORTOPUNZANTE,MAYO,ARTÍCULO 103. HOMICIDIO,MASCULINO,ADULTOS,1
TOLIMA,NATAGAIMA,73483000,ARMA BLANCA / CORTOPUNZANTE,MAYO,ARTÍCULO 103. HOMICIDIO,MASCULINO,ADULTOS,1
TOLIMA,CHAPARRAL,73168000,ARMA BLANCA / CORTOPUNZANTE,JUNIO,ARTÍCULO 103. HOMICIDIO,MASCULINO,ADULTOS,1
TOLIMA,FRESNO,73283000,ARMA BLANCA / CORTOPUNZANTE,JUNIO,ARTÍCULO 103. HOMICIDIO,MASCULINO,ADULTOS,1
TOLIMA,IBAGUÉ (CT),73001000,ARMA BLANCA / CORTOPUNZANTE,JUNIO,ARTÍCULO 103. HOMICIDIO,MASCULINO,ADULTOS,2
TOLIMA,MARIQUITA,73443000,ARMA BLANCA / CORTOPUNZANTE,JUNIO,ARTÍCULO 103. HOMICIDIO,MASCULINO,ADULTOS,1
TOLIMA,ORTEGA,73504000,ARMA BLANCA / CORTOPUNZANTE,JUNIO,ARTÍCULO 103. HOMICIDIO,MASCULINO,ADULTOS,1
TOLIMA,RIOBLANCO,73616000,ARMA BLANCA / CORTOPUNZANTE,JUNIO,ARTÍCULO 103. HOMICIDIO,MASCULINO,ADULTOS,1
TOLIMA,FLANDES,73275000,ARMA BLANCA / CORTOPUNZANTE,JULIO,ARTÍCULO 103. HOMICIDIO,MASCULINO,ADULTOS,1
TOLIMA,IBAGUÉ (CT),73001000,ARMA BLANCA / CORTOPUNZANTE,JULIO,ARTÍCULO 103. HOMICIDIO,FEMENINO,ADULTOS,1
TOLIMA,IBAGUÉ (CT),73001000,ARMA BLANCA / CORTOPUNZANTE,JULIO,ARTÍCULO 103. HOMICIDIO,MASCULINO,ADOLESCENTES,1
TOLIMA,IBAGUÉ (CT),73001000,ARMA BLANCA / CORTOPUNZANTE,JULIO,ARTÍCULO 103. HOMICIDIO,MASCULINO,ADULTOS,1
VALLE,ANSERMANUEVO,76041000,ARMA BLANCA / CORTOPUNZANTE,ENERO,ARTÍCULO 103. HOMICIDIO,MASCULINO,ADULTOS,1
VALLE,BOLÍVAR,76100000,ARMA BLANCA / CORTOPUNZANTE,ENERO,ARTÍCULO 103. HOMICIDIO,FEMENINO,ADULTOS,1
VALLE,BUENAVENTURA,76109000,ARMA BLANCA / CORTOPUNZANTE,ENERO,ARTÍCULO 103. HOMICIDIO,MASCULINO,ADOLESCENTES,1
VALLE,BUENAVENTURA,76109000,ARMA BLANCA / CORTOPUNZANTE,ENERO,ARTÍCULO 103. HOMICIDIO,MASCULINO,ADULTOS,2
VALLE,BUGALAGRANDE,76113000,ARMA BLANCA / CORTOPUNZANTE,ENERO,ARTÍCULO 103. HOMICIDIO,MASCULINO,ADULTOS,1
VALLE,CALI (CT),76001000,ARMA BLANCA / CORTOPUNZANTE,ENERO,ARTÍCULO 103. HOMICIDIO,FEMENINO,ADULTOS,1
VALLE,CALI (CT),76001000,ARMA BLANCA / CORTOPUNZANTE,ENERO,ARTÍCULO 103. HOMICIDIO,MASCULINO,ADULTOS,9
VALLE,CALI (CT),76001000,ARMA BLANCA / CORTOPUNZANTE,ENERO,ARTÍCULO 104A. FEMINICIDIO,FEMENINO,ADULTOS,1
VALLE,CANDELARIA,76130000,ARMA BLANCA / CORTOPUNZANTE,ENERO,ARTÍCULO 103. HOMICIDIO,MASCULINO,ADULTOS,1
VALLE,CARTAGO,76147000,ARMA BLANCA / CORTOPUNZANTE,ENERO,ARTÍCULO 103. HOMICIDIO,MASCULINO,ADULTOS,1
VALLE,FLORIDA,76275000,ARMA BLANCA / CORTOPUNZANTE,ENERO,ARTÍCULO 103. HOMICIDIO,FEMENINO,ADULTOS,1
VALLE,GUACARÍ,76318000,ARMA BLANCA / CORTOPUNZANTE,ENERO,ARTÍCULO 103. HOMICIDIO,MASCULINO,ADULTOS,1
VALLE,GUADALAJARA DE BUGA,76111000,ARMA BLANCA / CORTOPUNZANTE,ENERO,ARTÍCULO 103. HOMICIDIO,MASCULINO,ADULTOS,1
VALLE,JAMUNDÍ,76364000,ARMA BLANCA / CORTOPUNZANTE,ENERO,ARTÍCULO 103. HOMICIDIO,MASCULINO,ADULTOS,1
VALLE,JAMUNDÍ,76364000,ARMA BLANCA / CORTOPUNZANTE,ENERO,ARTÍCULO 104A. FEMINICIDIO,FEMENINO,ADULTOS,1
VALLE,OBANDO,76497000,ARMA BLANCA / CORTOPUNZANTE,ENERO,ARTÍCULO 103. HOMICIDIO,FEMENINO,ADULTOS,1
VALLE,PALMIRA,76520000,ARMA BLANCA / CORTOPUNZANTE,ENERO,ARTÍCULO 103. HOMICIDIO,FEMENINO,ADULTOS,1
VALLE,PALMIRA,76520000,ARMA BLANCA / CORTOPUNZANTE,ENERO,ARTÍCULO 103. HOMICIDIO,MASCULINO,ADULTOS,2
VALLE,ROLDANILLO,76622000,ARMA BLANCA / CORTOPUNZANTE,ENERO,ARTÍCULO 103. HOMICIDIO,MASCULINO,ADULTOS,1
VALLE,TULUÁ,76834000,ARMA BLANCA / CORTOPUNZANTE,ENERO,ARTÍCULO 103. HOMICIDIO,FEMENINO,ADULTOS,1
VALLE,TULUÁ,76834000,ARMA BLANCA / CORTOPUNZANTE,ENERO,ARTÍCULO 103. HOMICIDIO,MASCULINO,ADULTOS,2
VALLE,YUMBO,76892000,ARMA BLANCA / CORTOPUNZANTE,ENERO,ARTÍCULO 103. HOMICIDIO,MASCULINO,ADULTOS,2
VALLE,BUENAVENTURA,76109000,ARMA BLANCA / CORTOPUNZANTE,FEBRERO,ARTÍCULO 103. HOMICIDIO,MASCULINO,ADULTOS,3
VALLE,CAICEDONIA,76122000,ARMA BLANCA / CORTOPUNZANTE,FEBRERO,ARTÍCULO 103. HOMICIDIO,MASCULINO,ADULTOS,1
VALLE,CALI (CT),76001000,ARMA BLANCA / CORTOPUNZANTE,FEBRERO,ARTÍCULO 103. HOMICIDIO,FEMENINO,ADOLESCENTES,1
VALLE,CALI (CT),76001000,ARMA BLANCA / CORTOPUNZANTE,FEBRERO,ARTÍCULO 103. HOMICIDIO,FEMENINO,ADULTOS,1
VALLE,CALI (CT),76001000,ARMA BLANCA / CORTOPUNZANTE,FEBRERO,ARTÍCULO 103. HOMICIDIO,MASCULINO,ADOLESCENTES,2
VALLE,CALI (CT),76001000,ARMA BLANCA / CORTOPUNZANTE,FEBRERO,ARTÍCULO 103. HOMICIDIO,MASCULINO,ADULTOS,14
VALLE,CALI (CT),76001000,ARMA BLANCA / CORTOPUNZANTE,FEBRERO,ARTÍCULO 104A. FEMINICIDIO,FEMENINO,ADULTOS,1
VALLE,CANDELARIA,76130000,ARMA BLANCA / CORTOPUNZANTE,FEBRERO,ARTÍCULO 103. HOMICIDIO,MASCULINO,ADOLESCENTES,1
VALLE,CANDELARIA,76130000,ARMA BLANCA / CORTOPUNZANTE,FEBRERO,ARTÍCULO 103. HOMICIDIO,MASCULINO,ADULTOS,1
VALLE,CARTAGO,76147000,ARMA BLANCA / CORTOPUNZANTE,FEBRERO,ARTÍCULO 104A. FEMINICIDIO,FEMENINO,ADULTOS,1
VALLE,EL CERRITO,76248000,ARMA BLANCA / CORTOPUNZANTE,FEBRERO,ARTÍCULO 103. HOMICIDIO,MASCULINO,ADULTOS,1
VALLE,GUACARÍ,76318000,ARMA BLANCA / CORTOPUNZANTE,FEBRERO,ARTÍCULO 103. HOMICIDIO,MASCULINO,ADULTOS,1
VALLE,PALMIRA,76520000,ARMA BLANCA / CORTOPUNZANTE,FEBRERO,ARTÍCULO 103. HOMICIDIO,FEMENINO,ADULTOS,1
VALLE,PALMIRA,76520000,ARMA BLANCA / CORTOPUNZANTE,FEBRERO,ARTÍCULO 103. HOMICIDIO,MASCULINO,ADULTOS,2
VALLE,TRUJILLO,76828000,ARMA BLANCA / CORTOPUNZANTE,FEBRERO,ARTÍCULO 103. HOMICIDIO,MASCULINO,ADULTOS,1
VALLE,TULUÁ,76834000,ARMA BLANCA / CORTOPUNZANTE,FEBRERO,ARTÍCULO 103. HOMICIDIO,MASCULINO,ADULTOS,1
VALLE,CALI (CT),76001000,ARMA BLANCA / CORTOPUNZANTE,MARZO,ARTÍCULO 103. HOMICIDIO,FEMENINO,ADULTOS,1
VALLE,CALI (CT),76001000,ARMA BLANCA / CORTOPUNZANTE,MARZO,ARTÍCULO 103. HOMICIDIO,MASCULINO,ADOLESCENTES,1
VALLE,CALI (CT),76001000,ARMA BLANCA / CORTOPUNZANTE,MARZO,ARTÍCULO 103. HOMICIDIO,MASCULINO,ADULTOS,10
VALLE,CALI (CT),76001000,ARMA BLANCA / CORTOPUNZANTE,MARZO,ARTÍCULO 104A. FEMINICIDIO,FEMENINO,ADULTOS,6
VALLE,CANDELARIA,76130000,ARMA BLANCA / CORTOPUNZANTE,MARZO,ARTÍCULO 103. HOMICIDIO,MASCULINO,ADULTOS,1
VALLE,CARTAGO,76147000,ARMA BLANCA / CORTOPUNZANTE,MARZO,ARTÍCULO 103. HOMICIDIO,FEMENINO,ADULTOS,1
VALLE,CARTAGO,76147000,ARMA BLANCA / CORTOPUNZANTE,MARZO,ARTÍCULO 103. HOMICIDIO,MASCULINO,ADULTOS,1
VALLE,EL CAIRO,76246000,ARMA BLANCA / CORTOPUNZANTE,MARZO,ARTÍCULO 103. HOMICIDIO,MASCULINO,ADULTOS,1
VALLE,EL CERRITO,76248000,ARMA BLANCA / CORTOPUNZANTE,MARZO,ARTÍCULO 103. HOMICIDIO,MASCULINO,ADULTOS,1
VALLE,FLORIDA,76275000,ARMA BLANCA / CORTOPUNZANTE,MARZO,ARTÍCULO 103. HOMICIDIO,MASCULINO,ADULTOS,1
VALLE,JAMUNDÍ,76364000,ARMA BLANCA / CORTOPUNZANTE,MARZO,ARTÍCULO 103. HOMICIDIO,MASCULINO,ADULTOS,1
VALLE,PALMIRA,76520000,ARMA BLANCA / CORTOPUNZANTE,MARZO,ARTÍCULO 103. HOMICIDIO,MASCULINO,ADULTOS,1
VALLE,TULUÁ,76834000,ARMA BLANCA / CORTOPUNZANTE,MARZO,ARTÍCULO 103. HOMICIDIO,MASCULINO,ADULTOS,1
VALLE,TULUÁ,76834000,ARMA BLANCA / CORTOPUNZANTE,MARZO,ARTÍCULO 104A. FEMINICIDIO,FEMENINO,ADULTOS,1
VALLE,BUENAVENTURA,76109000,ARMA BLANCA / CORTOPUNZANTE,ABRILIL,ARTÍCULO 103. HOMICIDIO,MASCULINO,ADULTOS,1
VALLE,CALI (CT),76001000,ARMA BLANCA / CORTOPUNZANTE,ABRILIL,ARTÍCULO 103. HOMICIDIO,MASCULINO,ADULTOS,5
VALLE,CALI (CT),76001000,ARMA BLANCA / CORTOPUNZANTE,ABRILIL,ARTÍCULO 104A. FEMINICIDIO,FEMENINO,ADULTOS,1
VALLE,GUADALAJARA DE BUGA,76111000,ARMA BLANCA / CORTOPUNZANTE,ABRILIL,ARTÍCULO 103. HOMICIDIO,MASCULINO,ADOLESCENTES,1
VALLE,JAMUNDÍ,76364000,ARMA BLANCA / CORTOPUNZANTE,ABRILIL,ARTÍCULO 103. HOMICIDIO,MASCULINO,ADULTOS,1
VALLE,LA VICTORIA,76403000,ARMA BLANCA / CORTOPUNZANTE,ABRILIL,ARTÍCULO 103. HOMICIDIO,MASCULINO,ADULTOS,1
VALLE,PALMIRA,76520000,ARMA BLANCA / CORTOPUNZANTE,ABRILIL,ARTÍCULO 103. HOMICIDIO,MASCULINO,ADULTOS,2
VALLE,SAN PEDRO,76670000,ARMA BLANCA / CORTOPUNZANTE,ABRILIL,ARTÍCULO 103. HOMICIDIO,MASCULINO,ADULTOS,1
VALLE,TULUÁ,76834000,ARMA BLANCA / CORTOPUNZANTE,ABRILIL,ARTÍCULO 103. HOMICIDIO,FEMENINO,ADULTOS,1
VALLE,YOTOCO,76890000,ARMA BLANCA / CORTOPUNZANTE,ABRILIL,ARTÍCULO 103. HOMICIDIO,MASCULINO,ADULTOS,1
VALLE,BUENAVENTURA,76109000,ARMA BLANCA / CORTOPUNZANTE,MAYO,ARTÍCULO 103. HOMICIDIO,MASCULINO,ADULTOS,2
VALLE,BUENAVENTURA,76109000,ARMA BLANCA / CORTOPUNZANTE,MAYO,ARTÍCULO 104A. FEMINICIDIO,FEMENINO,ADULTOS,1
VALLE,CALI (CT),76001000,ARMA BLANCA / CORTOPUNZANTE,MAYO,ARTÍCULO 103. HOMICIDIO,MASCULINO,ADULTOS,19
VALLE,CANDELARIA,76130000,ARMA BLANCA / CORTOPUNZANTE,MAYO,ARTÍCULO 103. HOMICIDIO,MASCULINO,ADOLESCENTES,1
VALLE,EL CERRITO,76248000,ARMA BLANCA / CORTOPUNZANTE,MAYO,ARTÍCULO 103. HOMICIDIO,MASCULINO,ADULTOS,2
VALLE,PALMIRA,76520000,ARMA BLANCA / CORTOPUNZANTE,MAYO,ARTÍCULO 103. HOMICIDIO,MASCULINO,ADULTOS,4
VALLE,TULUÁ,76834000,ARMA BLANCA / CORTOPUNZANTE,MAYO,ARTÍCULO 103. HOMICIDIO,MASCULINO,ADULTOS,1
VALLE,YUMBO,76892000,ARMA BLANCA / CORTOPUNZANTE,MAYO,ARTÍCULO 103. HOMICIDIO,MASCULINO,ADULTOS,1
VALLE,BUENAVENTURA,76109000,ARMA BLANCA / CORTOPUNZANTE,JUNIO,ARTÍCULO 103. HOMICIDIO,MASCULINO,ADULTOS,1
VALLE,BUENAVENTURA,76109000,ARMA BLANCA / CORTOPUNZANTE,JUNIO,ARTÍCULO 104A. FEMINICIDIO,FEMENINO,ADULTOS,1
VALLE,CALI (CT),76001000,ARMA BLANCA / CORTOPUNZANTE,JUNIO,ARTÍCULO 103. HOMICIDIO,FEMENINO,ADULTOS,1
VALLE,CALI (CT),76001000,ARMA BLANCA / CORTOPUNZANTE,JUNIO,ARTÍCULO 103. HOMICIDIO,MASCULINO,ADULTOS,9
VALLE,CALI (CT),76001000,ARMA BLANCA / CORTOPUNZANTE,JUNIO,ARTÍCULO 104A. FEMINICIDIO,FEMENINO,ADULTOS,2
VALLE,CARTAGO,76147000,ARMA BLANCA / CORTOPUNZANTE,JUNIO,ARTÍCULO 103. HOMICIDIO,MASCULINO,ADULTOS,1
VALLE,DAGUA,76233000,ARMA BLANCA / CORTOPUNZANTE,JUNIO,ARTÍCULO 103. HOMICIDIO,MASCULINO,ADULTOS,1
VALLE,GUADALAJARA DE BUGA,76111000,ARMA BLANCA / CORTOPUNZANTE,JUNIO,ARTÍCULO 103. HOMICIDIO,MASCULINO,ADULTOS,1
VALLE,JAMUNDÍ,76364000,ARMA BLANCA / CORTOPUNZANTE,JUNIO,ARTÍCULO 103. HOMICIDIO,FEMENINO,ADULTOS,1
VALLE,PALMIRA,76520000,ARMA BLANCA / CORTOPUNZANTE,JUNIO,ARTÍCULO 103. HOMICIDIO,MASCULINO,ADULTOS,3
VALLE,TULUÁ,76834000,ARMA BLANCA / CORTOPUNZANTE,JUNIO,ARTÍCULO 103. HOMICIDIO,MASCULINO,ADULTOS,1
VALLE,VIJES,76869000,ARMA BLANCA / CORTOPUNZANTE,JUNIO,ARTÍCULO 104A. FEMINICIDIO,FEMENINO,ADULTOS,1
VALLE,YUMBO,76892000,ARMA BLANCA / CORTOPUNZANTE,JUNIO,ARTÍCULO 103. HOMICIDIO,MASCULINO,ADULTOS,2
VALLE,BUENAVENTURA,76109000,ARMA BLANCA / CORTOPUNZANTE,JULIO,ARTÍCULO 103. HOMICIDIO,MASCULINO,ADULTOS,1
VALLE,CAICEDONIA,76122000,ARMA BLANCA / CORTOPUNZANTE,JULIO,ARTÍCULO 103. HOMICIDIO,MASCULINO,ADULTOS,2
VALLE,CALI (CT),76001000,ARMA BLANCA / CORTOPUNZANTE,JULIO,ARTÍCULO 103. HOMICIDIO,MASCULINO,ADULTOS,10
VALLE,CALI (CT),76001000,ARMA BLANCA / CORTOPUNZANTE,JULIO,ARTÍCULO 104A. FEMINICIDIO,FEMENINO,ADULTOS,2
VALLE,CANDELARIA,76130000,ARMA BLANCA / CORTOPUNZANTE,JULIO,ARTÍCULO 103. HOMICIDIO,MASCULINO,ADULTOS,1
VALLE,EL ÁGUILA,76243000,ARMA BLANCA / CORTOPUNZANTE,JULIO,ARTÍCULO 103. HOMICIDIO,MASCULINO,ADULTOS,1
VALLE,GUACARÍ,76318000,ARMA BLANCA / CORTOPUNZANTE,JULIO,ARTÍCULO 103. HOMICIDIO,MASCULINO,ADULTOS,1
VALLE,GUADALAJARA DE BUGA,76111000,ARMA BLANCA / CORTOPUNZANTE,JULIO,ARTÍCULO 103. HOMICIDIO,MASCULINO,ADULTOS,2
VALLE,JAMUNDÍ,76364000,ARMA BLANCA / CORTOPUNZANTE,JULIO,ARTÍCULO 103. HOMICIDIO,FEMENINO,ADULTOS,1
VALLE,PALMIRA,76520000,ARMA BLANCA / CORTOPUNZANTE,JULIO,ARTÍCULO 103. HOMICIDIO,MASCULINO,ADULTOS,3
VALLE,SEVILLA,76736000,ARMA BLANCA / CORTOPUNZANTE,JULIO,ARTÍCULO 103. HOMICIDIO,MASCULINO,ADULTOS,1
VALLE,TORO,76823000,ARMA BLANCA / CORTOPUNZANTE,JULIO,ARTÍCULO 103. HOMICIDIO,MASCULINO,ADULTOS,1
VALLE,TULUÁ,76834000,ARMA BLANCA / CORTOPUNZANTE,JULIO,ARTÍCULO 103. HOMICIDIO,MASCULINO,ADULTOS,1
VAUPÉS,MITÚ (CT),97001000,ARMA BLANCA / CORTOPUNZANTE,MAYO,ARTÍCULO 103. HOMICIDIO,MASCULINO,ADULTOS,1
VICHADA,PUERTO CARREÑO (CT),99001000,ARMA BLANCA / CORTOPUNZANTE,MARZO,ARTÍCULO 103. HOMICIDIO,MASCULINO,ADULTOS,2
AMAZONAS,LETICIA (CT),91001000,ARMA DE FUEGO,MARZO,ARTÍCULO 103. HOMICIDIO,FEMENINO,ADULTOS,1
ANTIOQUIA,AMAGÁ,05030000,ARMA DE FUEGO,ENERO,ARTÍCULO 103. HOMICIDIO,MASCULINO,ADULTOS,1
ANTIOQUIA,AMALFI,05031000,ARMA DE FUEGO,ENERO,ARTÍCULO 103. HOMICIDIO,MASCULINO,ADULTOS,2
ANTIOQUIA,ANDES,05034000,ARMA DE FUEGO,ENERO,ARTÍCULO 103. HOMICIDIO,MASCULINO,ADOLESCENTES,1
ANTIOQUIA,ANDES,05034000,ARMA DE FUEGO,ENERO,ARTÍCULO 103. HOMICIDIO,MASCULINO,ADULTOS,1
ANTIOQUIA,ANORÍ,05040000,ARMA DE FUEGO,ENERO,ARTÍCULO 103. HOMICIDIO,MASCULINO,ADULTOS,2
ANTIOQUIA,APARTADÓ,05045000,ARMA DE FUEGO,ENERO,ARTÍCULO 103. HOMICIDIO,MASCULINO,ADOLESCENTES,1
ANTIOQUIA,APARTADÓ,05045000,ARMA DE FUEGO,ENERO,ARTÍCULO 103. HOMICIDIO,MASCULINO,ADULTOS,3
ANTIOQUIA,BARBOSA,05079000,ARMA DE FUEGO,ENERO,ARTÍCULO 103. HOMICIDIO,MASCULINO,ADULTOS,1
ANTIOQUIA,BELLO,05088000,ARMA DE FUEGO,ENERO,ARTÍCULO 103. HOMICIDIO,MASCULINO,ADULTOS,2
ANTIOQUIA,BETANIA,05091000,ARMA DE FUEGO,ENERO,ARTÍCULO 103. HOMICIDIO,MASCULINO,ADULTOS,1
ANTIOQUIA,BETULIA,05093000,ARMA DE FUEGO,ENERO,ARTÍCULO 103. HOMICIDIO,MASCULINO,ADULTOS,2
ANTIOQUIA,BRICEÑO,05107000,ARMA DE FUEGO,ENERO,ARTÍCULO 103. HOMICIDIO,MASCULINO,ADULTOS,1
ANTIOQUIA,CÁCERES,05120000,ARMA DE FUEGO,ENERO,ARTÍCULO 103. HOMICIDIO,FEMENINO,ADOLESCENTES,1
ANTIOQUIA,CÁCERES,05120000,ARMA DE FUEGO,ENERO,ARTÍCULO 103. HOMICIDIO,MASCULINO,ADULTOS,4
ANTIOQUIA,CAICEDO,05125000,ARMA DE FUEGO,ENERO,ARTÍCULO 103. HOMICIDIO,MASCULINO,ADULTOS,1
ANTIOQUIA,CAMPAMENTO,05134000,ARMA DE FUEGO,ENERO,ARTÍCULO 103. HOMICIDIO,MASCULINO,ADOLESCENTES,1
ANTIOQUIA,CAÑASGORDAS,05138000,ARMA DE FUEGO,ENERO,ARTÍCULO 103. HOMICIDIO,MASCULINO,ADULTOS,1
ANTIOQUIA,CAREPA,05147000,ARMA DE FUEGO,ENERO,ARTÍCULO 103. HOMICIDIO,MASCULINO,ADOLESCENTES,1
ANTIOQUIA,CAREPA,05147000,ARMA DE FUEGO,ENERO,ARTÍCULO 103. HOMICIDIO,MASCULINO,ADULTOS,1
ANTIOQUIA,CAUCASIA,05154000,ARMA DE FUEGO,ENERO,ARTÍCULO 103. HOMICIDIO,FEMENINO,ADULTOS,2
ANTIOQUIA,CAUCASIA,05154000,ARMA DE FUEGO,ENERO,ARTÍCULO 103. HOMICIDIO,MASCULINO,ADULTOS,6
ANTIOQUIA,CHIGORODÓ,05172000,ARMA DE FUEGO,ENERO,ARTÍCULO 103. HOMICIDIO,MASCULINO,ADOLESCENTES,1
ANTIOQUIA,CHIGORODÓ,05172000,ARMA DE FUEGO,ENERO,ARTÍCULO 103. HOMICIDIO,MASCULINO,ADULTOS,3
ANTIOQUIA,CIUDAD BOLÍVAR,05101000,ARMA DE FUEGO,ENERO,ARTÍCULO 103. HOMICIDIO,MASCULINO,ADULTOS,6
ANTIOQUIA,COCORNÁ,05197000,ARMA DE FUEGO,ENERO,ARTÍCULO 103. HOMICIDIO,MASCULINO,ADULTOS,1
ANTIOQUIA,COPACABANA,05212000,ARMA DE FUEGO,ENERO,ARTÍCULO 103. HOMICIDIO,MASCULINO,ADULTOS,1
ANTIOQUIA,DABEIBA,05234000,ARMA DE FUEGO,ENERO,ARTÍCULO 103. HOMICIDIO,MASCULINO,ADULTOS,2
ANTIOQUIA,EL BAGRE,05250000,ARMA DE FUEGO,ENERO,ARTÍCULO 103. HOMICIDIO,FEMENINO,ADULTOS,1
ANTIOQUIA,EL BAGRE,05250000,ARMA DE FUEGO,ENERO,ARTÍCULO 103. HOMICIDIO,MASCULINO,ADULTOS,6
ANTIOQUIA,EL CARMEN DE VIBORAL,05148000,ARMA DE FUEGO,ENERO,ARTÍCULO 103. HOMICIDIO,MASCULINO,ADULTOS,1
ANTIOQUIA,EL SANTUARIO,05697000,ARMA DE FUEGO,ENERO,ARTÍCULO 103. HOMICIDIO,MASCULINO,ADULTOS,2
ANTIOQUIA,FREDONIA,05282000,ARMA DE FUEGO,ENERO,ARTÍCULO 103. HOMICIDIO,MASCULINO,ADULTOS,2
ANTIOQUIA,GUATAPÉ,05321000,ARMA DE FUEGO,ENERO,ARTÍCULO 103. HOMICIDIO,MASCULINO,ADULTOS,1
ANTIOQUIA,HELICONIA,05347000,ARMA DE FUEGO,ENERO,ARTÍCULO 103. HOMICIDIO,MASCULINO,ADULTOS,1
ANTIOQUIA,HISPANIA,05353000,ARMA DE FUEGO,ENERO,ARTÍCULO 103. HOMICIDIO,MASCULINO,ADULTOS,1
ANTIOQUIA,ITAGUI,05360000,ARMA DE FUEGO,ENERO,ARTÍCULO 103. HOMICIDIO,MASCULINO,ADULTOS,3
ANTIOQUIA,ITUANGO,05361000,ARMA DE FUEGO,ENERO,ARTÍCULO 103. HOMICIDIO,MASCULINO,ADULTOS,4
ANTIOQUIA,LA ESTRELLA,05380000,ARMA DE FUEGO,ENERO,ARTÍCULO 103. HOMICIDIO,MASCULINO,ADULTOS,1
ANTIOQUIA,LA PINTADA,05390000,ARMA DE FUEGO,ENERO,ARTÍCULO 103. HOMICIDIO,MASCULINO,ADULTOS,2
ANTIOQUIA,MACEO,05425000,ARMA DE FUEGO,ENERO,ARTÍCULO 103. HOMICIDIO,FEMENINO,ADULTOS,1
ANTIOQUIA,MACEO,05425000,ARMA DE FUEGO,ENERO,ARTÍCULO 103. HOMICIDIO,MASCULINO,ADULTOS,2
ANTIOQUIA,MEDELLÍN (CT),05001000,ARMA DE FUEGO,ENERO,ARTÍCULO 103. HOMICIDIO,MASCULINO,ADULTOS,16
ANTIOQUIA,MUTATÁ,05480000,ARMA DE FUEGO,ENERO,ARTÍCULO 103. HOMICIDIO,MASCULINO,ADULTOS,3
ANTIOQUIA,NECHÍ,05495000,ARMA DE FUEGO,ENERO,ARTÍCULO 103. HOMICIDIO,MASCULINO,ADULTOS,1
ANTIOQUIA,PUERTO BERRÍO,05579000,ARMA DE FUEGO,ENERO,ARTÍCULO 103. HOMICIDIO,MASCULINO,ADULTOS,1
ANTIOQUIA,PUERTO TRIUNFO,05591000,ARMA DE FUEGO,ENERO,ARTÍCULO 103. HOMICIDIO,MASCULINO,ADULTOS,2
ANTIOQUIA,REMEDIOS,05604000,ARMA DE FUEGO,ENERO,ARTÍCULO 103. HOMICIDIO,FEMENINO,ADULTOS,1
ANTIOQUIA,REMEDIOS,05604000,ARMA DE FUEGO,ENERO,ARTÍCULO 103. HOMICIDIO,MASCULINO,ADULTOS,2
ANTIOQUIA,SABANALARGA,05628000,ARMA DE FUEGO,ENERO,ARTÍCULO 103. HOMICIDIO,MASCULINO,ADULTOS,1
ANTIOQUIA,SALGAR,05642000,ARMA DE FUEGO,ENERO,ARTÍCULO 103. HOMICIDIO,MASCULINO,ADULTOS,5
ANTIOQUIA,SAN FRANCISCO,05652000,ARMA DE FUEGO,ENERO,ARTÍCULO 103. HOMICIDIO,MASCULINO,ADULTOS,3
ANTIOQUIA,SAN JUAN DE URABÁ,05659000,ARMA DE FUEGO,ENERO,ARTÍCULO 103. HOMICIDIO,MASCULINO,ADULTOS,1
