6,Código DIVIPOLA,NOMBRE DEPARTAMENTO,NOMBRE MUNICIPIO,Población en hogares particulares,Población en LEA,Población total
560,25489,Cundinamarca,Nimaima,3059,27,3086
561,25491,Cundinamarca,Nocaima,5194,17,5211
562,25506,Cundinamarca,Venecia,4106,24,4130
563,25513,Cundinamarca,Pacho,23647,79,23726
564,25518,Cundinamarca,Paime,3854,11,3865
565,25524,Cundinamarca,Pandi,4734,1,4735
566,25530,Cundinamarca,Paratebueno,8001,42,8043
567,25535,Cundinamarca,Pasca,8686,0,8686
568,25572,Cundinamarca,Puerto Salgar,14691,328,15019
569,25580,Cundinamarca,Pulí,2524,1,2525
570,25592,Cundinamarca,Quebradanegra,4447,6,4453
571,25594,Cundinamarca,Quetame,4928,1,4929
572,25596,Cundinamarca,Quipile,6110,4,6114
573,25599,Cundinamarca,Apulo,7530,3,7533
574,25612,Cundinamarca,Ricaurte,10787,1,10788
575,25645,Cundinamarca,San Antonio del Tequendama,10202,12,10214
576,25649,Cundinamarca,San Bernardo,7404,13,7417
577,25653,Cundinamarca,San Cayetano,4043,0,4043
578,25658,Cundinamarca,San Francisco,9376,268,9644
579,25662,Cundinamarca,San Juan de Río Seco,7494,53,7547
580,25718,Cundinamarca,Sasaima,9299,508,9807
581,25736,Cundinamarca,Sesquilé,11048,19,11067
582,25740,Cundinamarca,Sibaté,31511,1292,32803
583,25743,Cundinamarca,Silvania,20548,33,20581
584,25745,Cundinamarca,Simijaca,11489,37,11526
585,25754,Cundinamarca,Soacha,644768,437,645205
586,25758,Cundinamarca,Sopó,24779,59,24838
587,25769,Cundinamarca,Subachoque,14860,14,14874
588,25772,Cundinamarca,Suesca,15395,6,15401
589,25777,Cundinamarca,Supatá,4726,0,4726
590,25779,Cundinamarca,Susa,6073,0,6073
591,25781,Cundinamarca,Sutatausa,5258,0,5258
592,25785,Cundinamarca,Tabio,20565,37,20602
593,25793,Cundinamarca,Tausa,6694,41,6735
594,25797,Cundinamarca,Tena,8062,10,8072
595,25799,Cundinamarca,Tenjo,20368,18,20386
596,25805,Cundinamarca,Tibacuy,3943,1,3944
597,25807,Cundinamarca,Tibirita,2435,4,2439
598,25815,Cundinamarca,Tocaima,13445,204,13649
599,25817,Cundinamarca,Tocancipá,39357,59,39416
600,25823,Cundinamarca,Topaipí,3523,14,3537
601,25839,Cundinamarca,Ubalá,7202,381,7583
602,25841,Cundinamarca,Ubaque,6390,0,6390
603,25843,Cundinamarca,Villa de San Diego de Ubate,39717,284,40001
604,25845,Cundinamarca,Une,6901,1,6902
605,25851,Cundinamarca,Útica,4019,13,4032
606,25862,Cundinamarca,Vergara,6036,27,6063
607,25867,Cundinamarca,Vianí,3806,0,3806
608,25871,Cundinamarca,Villagómez,1695,17,1712
609,25873,Cundinamarca,Villapinzón,15814,20,15834
610,25875,Cundinamarca,Villeta,25669,288,25957
611,25878,Cundinamarca,Viotá,12538,51,12589
612,25885,Cundinamarca,Yacopí,10887,0,10887
613,25898,Cundinamarca,Zipacón,4211,0,4211
614,25899,Cundinamarca,Zipaquirá,128968,684,129652
615,27001,Chocó,Quibdó,119481,1198,120679
616,27006,Chocó,Acandí,12095,0,12095
617,27025,Chocó,Alto Baudo,23954,0,23954
618,27050,Chocó,Atrato,5494,25,5519
619,27073,Chocó,Bagadó,10553,30,10583
620,27075,Chocó,Bahía Solano,9135,282,9417
621,27077,Chocó,Bajo Baudó,18451,110,18561
622,27099,Chocó,Bojaya,11930,3,11933
623,27135,Chocó,El Cantón del San Pablo,5660,3,5663
624,27150,Chocó,Carmen del Darien,13111,78,13189
625,27160,Chocó,Cértegui,4683,0,4683
626,27205,Chocó,Condoto,12232,19,12251
627,27245,Chocó,El Carmen de Atrato,7898,2,7900
628,27250,Chocó,El Litoral del San Juan,11579,0,11579
629,27361,Chocó,Istmina,27349,738,28087
630,27372,Chocó,Juradó,4108,0,4108
631,27413,Chocó,Lloró,8928,0,8928
632,27425,Chocó,Medio Atrato,10140,0,10140
633,27430,Chocó,Medio Baudó,13423,0,13423
634,27450,Chocó,Medio San Juan,9051,22,9073
635,27491,Chocó,Nóvita,8164,0,8164
636,27495,Chocó,Nuquí,3456,0,3456
637,27580,Chocó,Río Iro,4525,0,4525
638,27600,Chocó,Río Quito,7974,0,7974
639,27615,Chocó,Riosucio,47901,356,48257
640,27660,Chocó,San José del Palmar,4721,0,4721
641,27745,Chocó,Sipí,2768,0,2768
642,27787,Chocó,Tadó,16945,55,17000
643,27800,Chocó,Unguía,12192,0,12192
644,27810,Chocó,Unión Panamericana,6458,132,6590
645,41001,Huila,Neiva,313310,1216,314526
646,41006,Huila,Acevedo,24562,0,24562
647,41013,Huila,Agrado,8578,15,8593
648,41016,Huila,Aipe,14634,183,14817
649,41020,Huila,Algeciras,20015,244,20259
650,41026,Huila,Altamira,3810,359,4169
651,41078,Huila,Baraya,6397,282,6679
652,41132,Huila,Campoalegre,30082,101,30183
653,41206,Huila,Colombia,6965,75,7040
654,41244,Huila,Elías,3733,3,3736
655,41298,Huila,Garzón,65319,992,66311
656,41306,Huila,Gigante,22622,249,22871
657,41319,Huila,Guadalupe,15875,38,15913
658,41349,Huila,Hobo,6686,14,6700
659,41357,Huila,Iquira,9044,20,9064
660,41359,Huila,Isnos,24571,22,24593
661,41378,Huila,La Argentina,12475,0,12475
662,41396,Huila,La Plata,53967,438,54405
663,41483,Huila,Nátaga,6157,11,6168
664,41503,Huila,Oporapa,11111,0,11111
665,41518,Huila,Paicol,6403,21,6424
666,41524,Huila,Palermo,24146,97,24243
667,41530,Huila,Palestina,10454,0,10454
668,41548,Huila,Pital,12222,24,12246
669,41551,Huila,Pitalito,118991,1296,120287
670,41615,Huila,Rivera,21065,1812,22877
671,41660,Huila,Saladoblanco,10065,11,10076
672,41668,Huila,San Agustín,32380,29,32409
673,41676,Huila,Santa María,10215,0,10215
674,41770,Huila,Suaza,17362,14,17376
675,41791,Huila,Tarqui,16108,0,16108
676,41797,Huila,Tesalia,9767,0,9767
677,41799,Huila,Tello,10215,58,10273
678,41801,Huila,Teruel,7350,26,7376
679,41807,Huila,Timaná,20894,25,20919
680,41872,Huila,Villavieja,6943,0,6943
681,41885,Huila,Yaguará,7361,19,7380
682,44001,La Guajira,Riohacha,176830,743,177573
683,44035,La Guajira,Albania,26038,902,26940
684,44078,La Guajira,Barrancas,28547,2,28549
685,44090,La Guajira,Dibulla,35599,597,36196
686,44098,La Guajira,Distracción,11635,299,11934
687,44110,La Guajira,El Molino,6963,0,6963
688,44279,La Guajira,Fonseca,40837,15,40852
689,44378,La Guajira,Hatonuevo,17672,0,17672
690,44420,La Guajira,La Jagua del Pilar,2952,0,2952
691,44430,La Guajira,Maicao,159081,142,159223
692,44560,La Guajira,Manaure,73152,1376,74528
693,44650,La Guajira,San Juan del Cesar,45755,322,46077
694,44847,La Guajira,Uribia,158166,2545,160711
695,44855,La Guajira,Urumita,10187,11,10198
696,44874,La Guajira,Villanueva,24966,30,24996
697,47001,Magdalena,Santa Marta,477257,2596,479853
698,47030,Magdalena,Algarrobo,14294,0,14294
699,47053,Magdalena,Aracataca,37440,36,37476
700,47058,Magdalena,Ariguaní,28284,64,28348
701,47161,Magdalena,Cerro San Antonio,9225,0,9225
702,47170,Magdalena,Chivolo,18208,0,18208
703,47189,Magdalena,Ciénaga,118259,176,118435
704,47205,Magdalena,Concordia,9681,0,9681
705,47245,Magdalena,El Banco,59360,234,59594
706,47258,Magdalena,El Piñon,17308,0,17308
707,47268,Magdalena,El Retén,19345,0,19345
708,47288,Magdalena,Fundación,64818,15,64833
709,47318,Magdalena,Guamal,25308,4,25312
710,47460,Magdalena,Nueva Granada,17441,29,17470
711,47541,Magdalena,Pedraza,7569,0,7569
712,47545,Magdalena,Pijiño del Carmen,11071,0,11071
713,47551,Magdalena,Pivijay,34372,2,34374
714,47555,Magdalena,Plato,56153,57,56210
715,47570,Magdalena,Puebloviejo,26419,0,26419
716,47605,Magdalena,Remolino,9555,0,9555
717,47660,Magdalena,Sabanas de San Angel,14047,13,14060
718,47675,Magdalena,Salamina,9360,0,9360
719,47692,Magdalena,San Sebastián de Buenavista,18865,0,18865
720,47703,Magdalena,San Zenón,11277,2,11279
721,47707,Magdalena,Santa Ana,22705,18,22723
722,47720,Magdalena,Santa Bárbara de Pinto,9345,0,9345
723,47745,Magdalena,Sitionuevo,25804,0,25804
724,47798,Magdalena,Tenerife,12364,0,12364
725,47960,Magdalena,Zapayán,8606,0,8606
726,47980,Magdalena,Zona Bananera,66802,0,66802
727,50001,Meta,Villavicencio,446537,4675,451212
728,50006,Meta,Acacías,73925,4274,78199
729,50110,Meta,Barranca de Upía,5835,111,5946
730,50124,Meta,Cabuyaro,5076,356,5432
731,50150,Meta,Castilla la Nueva,13516,95,13611
732,50223,Meta,Cubarral,6276,101,6377
733,50226,Meta,Cumaral,21156,241,21397
734,50245,Meta,El Calvario,1387,188,1575
735,50251,Meta,El Castillo,7253,144,7397
736,50270,Meta,El Dorado,3602,97,3699
737,50287,Meta,Fuente de Oro,11536,63,11599
738,50313,Meta,Granada,63959,973,64932
739,50318,Meta,Guamal,13839,18,13857
740,50325,Meta,Mapiripán,5766,270,6036
741,50330,Meta,Mesetas,9629,122,9751
742,50350,Meta,La Macarena,23113,764,23877
743,50370,Meta,Uribe,7767,782,8549
744,50400,Meta,Lejanías,10480,96,10576
745,50450,Meta,Puerto Concordia,7873,213,8086
746,50568,Meta,Puerto Gaitán,39414,1603,41017
747,50573,Meta,Puerto López,27969,301,28270
748,50577,Meta,Puerto Lleras,8692,290,8982
749,50590,Meta,Puerto Rico,11033,400,11433
750,50606,Meta,Restrepo,17286,324,17610
751,50680,Meta,San Carlos de Guaroa,11343,169,11512
752,50683,Meta,San Juan de Arama,7884,358,8242
753,50686,Meta,San Juanito,1106,43,1149
754,50689,Meta,San Martín,21719,562,22281
755,50711,Meta,Vistahermosa,16249,276,16525
756,52001,Nariño,Pasto,349352,2974,352326
757,52019,Nariño,Albán,8191,6,8197
758,52022,Nariño,Aldana,6872,0,6872
759,52036,Nariño,Ancuyá,7481,0,7481
760,52051,Nariño,Arboleda,7626,0,7626
761,52079,Nariño,Barbacoas,33804,444,34248
762,52083,Nariño,Belén,5961,7,5968
763,52110,Nariño,Buesaco,19934,17,19951
764,52203,Nariño,Colón,7764,0,7764
765,52207,Nariño,Consaca,10098,19,10117
766,52210,Nariño,Contadero,6421,0,6421
767,52215,Nariño,Córdoba,14827,0,14827
768,52224,Nariño,Cuaspud,8975,0,8975
769,52227,Nariño,Cumbal,32672,0,32672
770,52233,Nariño,Cumbitara,5095,1,5096
771,52240,Nariño,Chachagüí,12357,62,12419
772,52250,Nariño,El Charco,21071,0,21071
773,52254,Nariño,El Peñol,6195,28,6223
774,52256,Nariño,El Rosario,6498,0,6498
775,52258,Nariño,El Tablón de Gómez,13235,20,13255
776,52260,Nariño,El Tambo,12452,5,12457
777,52287,Nariño,Funes,6182,29,6211
778,52317,Nariño,Guachucal,18845,0,18845
779,52320,Nariño,Guaitarilla,10774,0,10774
780,52323,Nariño,Gualmatán,6290,0,6290
781,52352,Nariño,Iles,7112,0,7112
782,52354,Nariño,Imués,6351,0,6351
783,52356,Nariño,Ipiales,104513,1004,105517
784,52378,Nariño,La Cruz,16661,13,16674
785,52381,Nariño,La Florida,9047,0,9047
786,52385,Nariño,La Llanada,5321,0,5321
787,52390,Nariño,La Tola,5847,0,5847
788,52399,Nariño,La Unión,28517,142,28659
789,52405,Nariño,Leiva,8201,0,8201
790,52411,Nariño,Linares,8949,25,8974
791,52418,Nariño,Los Andes,8683,20,8703
792,52427,Nariño,Magüi,18255,7,18262
793,52435,Nariño,Mallama,7972,41,8013
794,52473,Nariño,Mosquera,10202,4,10206
795,52480,Nariño,Nariño,4007,0,4007
796,52490,Nariño,Olaya Herrera,21356,59,21415
797,52506,Nariño,Ospina,6488,0,6488
798,52520,Nariño,Francisco Pizarro,7430,0,7430
799,52540,Nariño,Policarpa,8149,0,8149
800,52560,Nariño,Potosí,10179,7,10186
801,52565,Nariño,Providencia,4619,0,4619
802,52573,Nariño,Puerres,8429,17,8446
803,52585,Nariño,Pupiales,16431,0,16431
804,52612,Nariño,Ricaurte,18067,0,18067
805,52621,Nariño,Roberto Payán,10473,0,10473
806,52678,Nariño,Samaniego,23697,30,23727
807,52683,Nariño,Sandoná,18837,22,18859
808,52685,Nariño,San Bernardo,8874,0,8874
809,52687,Nariño,San Lorenzo,16626,27,16653
810,52693,Nariño,San Pablo,12905,24,12929
811,52694,Nariño,San Pedro de Cartago,6572,0,6572
812,52696,Nariño,Santa Bárbara,8989,0,8989
813,52699,Nariño,Santacruz,9869,0,9869
814,52720,Nariño,Sapuyes,6894,147,7041
815,52786,Nariño,Taminango,15412,0,15412
816,52788,Nariño,Tangua,10331,0,10331
817,52835,Nariño,San Andrés de Tumaco,134862,3229,138091
818,52838,Nariño,Túquerres,41909,504,42413
819,52885,Nariño,Yacuanquer,10579,0,10579
820,54001,Norte de Santander,Cúcuta,624729,4685,629414
821,54003,Norte de Santander,Abrego,30118,73,30191
822,54051,Norte de Santander,Arboledas,8102,100,8202
823,54099,Norte de Santander,Bochalema,6867,105,6972
824,54109,Norte de Santander,Bucarasica,4698,0,4698
825,54125,Norte de Santander,Cácota,2723,10,2733
826,54128,Norte de Santander,Cachirá,8642,0,8642
827,54172,Norte de Santander,Chinácota,15956,65,16021
828,54174,Norte de Santander,Chitagá,10554,0,10554
829,54206,Norte de Santander,Convención,17879,233,18112
830,54223,Norte de Santander,Cucutilla,7648,0,7648
831,54239,Norte de Santander,Durania,4367,23,4390
832,54245,Norte de Santander,El Carmen,11959,42,12001
833,54250,Norte de Santander,El Tarra,18986,89,19075
834,54261,Norte de Santander,El Zulia,25999,20,26019
835,54313,Norte de Santander,Gramalote,5915,493,6408
836,54344,Norte de Santander,Hacarí,9622,123,9745
837,54347,Norte de Santander,Herrán,4689,13,4702
838,54377,Norte de Santander,Labateca,5538,12,5550
839,54385,Norte de Santander,La Esperanza,11040,0,11040
840,54398,Norte de Santander,La Playa,7146,91,7237
841,54405,Norte de Santander,Los Patios,81112,299,81411
842,54418,Norte de Santander,Lourdes,3602,7,3609
843,54480,Norte de Santander,Mutiscua,3891,0,3891
844,54498,Norte de Santander,Ocaña,110671,972,111643
845,54518,Norte de Santander,Pamplona,44805,716,45521
846,54520,Norte de Santander,Pamplonita,4929,15,4944
847,54553,Norte de Santander,Puerto Santander,8139,0,8139
848,54599,Norte de Santander,Ragonvalia,5381,39,5420
849,54660,Norte de Santander,Salazar,8724,44,8768
850,54670,Norte de Santander,San Calixto,9915,46,9961
851,54673,Norte de Santander,San Cayetano,6677,0,6677
852,54680,Norte de Santander,Santiago,3079,8,3087
853,54720,Norte de Santander,Sardinata,21159,84,21243
854,54743,Norte de Santander,Silos,5713,0,5713
855,54800,Norte de Santander,Teorama,12710,17,12727
856,54810,Norte de Santander,Tibú,51144,255,51399
857,54820,Norte de Santander,Toledo,14763,199,14962
858,54871,Norte de Santander,Villa Caro,4602,0,4602
859,54874,Norte de Santander,Villa del Rosario,93550,185,93735
860,63001,Quindio,Armenia,273769,1872,275641
861,63111,Quindio,Buenavista,2681,60,2741
862,63130,Quindio,Calarca,69366,1296,70662
863,63190,Quindio,Circasia,27090,45,27135
864,63212,Quindio,Córdoba,5516,19,5535
865,63272,Quindio,Filandia,11183,162,11345
866,63302,Quindio,Génova,7050,71,7121
867,63401,Quindio,La Tebaida,32491,73,32564
868,63470,Quindio,Montenegro,35138,186,35324
869,63548,Quindio,Pijao,4854,23,4877
870,63594,Quindio,Quimbaya,28983,134,29117
871,63690,Quindio,Salento,7490,88,7578
872,66001,Risaralda,Pereira,406722,2948,409670
873,66045,Risaralda,Apía,10662,45,10707
874,66075,Risaralda,Balboa,4976,33,5009
875,66088,Risaralda,Belén de Umbría,21398,52,21450
876,66170,Risaralda,Dosquebradas,194229,661,194890
877,66318,Risaralda,Guática,11516,16,11532
878,66383,Risaralda,La Celia,6154,24,6178
879,66400,Risaralda,La Virginia,25829,71,25900
880,66440,Risaralda,Marsella,15422,33,15455
881,66456,Risaralda,Mistrató,15921,282,16203
882,66572,Risaralda,Pueblo Rico,14429,0,14429
883,66594,Risaralda,Quinchía,25182,31,25213
884,66682,Risaralda,Santa Rosa de Cabal,70586,588,71174
885,66687,Risaralda,Santuario,11734,53,11787
886,68001,Santander,Bucaramanga,523426,5429,528855
887,68013,Santander,Aguada,1649,13,1662
888,68020,Santander,Albania,3307,10,3317
889,68051,Santander,Aratoca,7861,52,7913
890,68077,Santander,Barbosa,28739,30,28769
891,68079,Santander,Barichara,7571,76,7647
892,68081,Santander,Barrancabermeja,197974,1590,199564
893,68092,Santander,Betulia,5185,45,5230
894,68101,Santander,Bolívar,9437,130,9567
895,68121,Santander,Cabrera,1605,16,1621
896,68132,Santander,California,1784,48,1832
897,68147,Santander,Capitanejo,5276,52,5328
898,68152,Santander,Carcasí,4130,0,4130
899,68160,Santander,Cepitá,1869,0,1869
900,68162,Santander,Cerrito,6460,0,6460
901,68167,Santander,Charalá,10934,101,11035
902,68169,Santander,Charta,2814,10,2824
903,68176,Santander,Chima,2364,0,2364
904,68179,Santander,Chipatá,4336,5,4341
905,68190,Santander,Cimitarra,24843,939,25782
906,68207,Santander,Concepción,5300,0,5300
907,68209,Santander,Confines,2902,13,2915
908,68211,Santander,Contratación,3179,117,3296
909,68217,Santander,Coromoro,4775,41,4816
910,68229,Santander,Curití,11600,53,11653
911,68235,Santander,El Carmen de Chucurí,17567,71,17638
912,68245,Santander,El Guacamayo,1642,1,1643
913,68250,Santander,El Peñón,4095,2,4097
914,68255,Santander,El Playón,12840,126,12966
915,68264,Santander,Encino,2328,6,2334
916,68266,Santander,Enciso,3382,12,3394
917,68271,Santander,Florián,4596,7,4603
918,68276,Santander,Floridablanca,274607,502,275109
919,68296,Santander,Galán,2666,16,2682
920,68298,Santander,Gambita,3508,21,3529
921,68307,Santander,Girón,148741,1869,150610
922,68318,Santander,Guaca,5742,20,5762
923,68320,Santander,Guadalupe,3818,62,3880
924,68322,Santander,Guapotá,2052,0,2052
925,68324,Santander,Guavatá,3748,3,3751
926,68327,Santander,Güepsa,4402,3,4405
927,68344,Santander,Hato,2120,0,2120
928,68368,Santander,Jesús María,2987,4,2991
929,68370,Santander,Jordán,1163,0,1163
930,68377,Santander,La Belleza,5500,5,5505
931,68385,Santander,Landázuri,9231,7,9238
932,68397,Santander,La Paz,3986,3,3989
933,68406,Santander,Lebríja,37170,44,37214
934,68418,Santander,Los Santos,12403,30,12433
935,68425,Santander,Macaravita,2130,0,2130
936,68432,Santander,Málaga,19567,317,19884
937,68444,Santander,Matanza,4470,29,4499
938,68464,Santander,Mogotes,10113,52,10165
939,68468,Santander,Molagavita,3915,0,3915
940,68498,Santander,Ocamonte,4537,0,4537
941,68500,Santander,Oiba,10117,0,10117
942,68502,Santander,Onzaga,3928,27,3955
943,68522,Santander,Palmar,1244,9,1253
944,68524,Santander,Palmas del Socorro,2432,35,2467
945,68533,Santander,Páramo,4144,0,4144
946,68547,Santander,Piedecuesta,156660,765,157425
947,68549,Santander,Pinchote,4457,51,4508
948,68572,Santander,Puente Nacional,12451,135,12586
949,68573,Santander,Puerto Parra,6861,0,6861
950,68575,Santander,Puerto Wilches,31698,0,31698
951,68615,Santander,Rionegro,25233,33,25266
952,68655,Santander,Sabana de Torres,27718,127,27845
953,68669,Santander,San Andrés,7985,50,8035
954,68673,Santander,San Benito,2705,1,2706
955,68679,Santander,San Gil,54066,621,54687
956,68682,Santander,San Joaquín,2167,0,2167
957,68684,Santander,San José de Miranda,4132,21,4153
958,68686,Santander,San Miguel,2433,0,2433
959,68689,Santander,San Vicente de Chucurí,28760,667,29427
960,68705,Santander,Santa Bárbara,2239,0,2239
961,68720,Santander,Santa Helena del Opón,3160,6,3166
962,68745,Santander,Simacota,7759,83,7842
963,68755,Santander,Socorro,28975,1022,29997
964,68770,Santander,Suaita,8739,32,8771
965,68773,Santander,Sucre,6038,6,6044
966,68780,Santander,Suratá,3520,0,3520
967,68820,Santander,Tona,6680,0,6680
968,68855,Santander,Valle de San José,5648,0,5648
969,68861,Santander,Vélez,18382,994,19376
970,68867,Santander,Vetas,1762,0,1762
971,68872,Santander,Villanueva,6725,13,6738
972,68895,Santander,Zapatoca,8865,132,8997
973,70001,Sucre,Sincelejo,273225,1397,274622
974,70110,Sucre,Buenavista,10005,2,10007
975,70124,Sucre,Caimito,13331,0,13331
976,70204,Sucre,Coloso,7803,0,7803
977,70215,Sucre,Corozal,65848,502,66350
978,70221,Sucre,Coveñas,15131,1960,17091
979,70230,Sucre,Chalán,4425,0,4425
980,70233,Sucre,El Roble,9786,0,9786
981,70235,Sucre,Galeras,20239,0,20239
982,70265,Sucre,Guaranda,15618,0,15618
983,70400,Sucre,La Unión,11510,0,11510
984,70418,Sucre,Los Palmitos,21831,0,21831
985,70429,Sucre,Majagual,32622,0,32622
986,70473,Sucre,Morroa,14789,4,14793
987,70508,Sucre,Ovejas,22384,0,22384
988,70523,Sucre,Palmito,12534,0,12534
989,70670,Sucre,Sampués,44617,0,44617
990,70678,Sucre,San Benito Abad,25511,0,25511
991,70702,Sucre,San Juan de Betulia,13435,2,13437
992,70708,Sucre,San Marcos,53315,25,53340
993,70713,Sucre,San Onofre,47952,0,47952
994,70717,Sucre,San Pedro,18010,19,18029
995,70742,Sucre,San Luis de Sincé,30188,0,30188
996,70771,Sucre,Sucre,23971,0,23971
997,70820,Sucre,Santiago de Tolú,32012,0,32012
998,70823,Sucre,Tolú Viejo,20033,0,20033
999,73001,Tolima,Ibagué,494059,6627,500686
1000,73024,Tolima,Alpujarra,4072,19,4091
1001,73026,Tolima,Alvarado,6712,0,6712
1002,73030,Tolima,Ambalema,6524,0,6524
1003,73043,Tolima,Anzoátegui,7591,67,7658
1004,73055,Tolima,Armero,11326,114,11440
1005,73067,Tolima,Ataco,18218,19,18237
1006,73124,Tolima,Cajamarca,17260,49,17309
1007,73148,Tolima,Carmen de Apicalá,9614,29,9643
1008,73152,Tolima,Casabianca,5496,0,5496
1009,73168,Tolima,Chaparral,43221,574,43795
1010,73200,Tolima,Coello,7495,0,7495
1011,73217,Tolima,Coyaima,18999,0,18999
1012,73226,Tolima,Cunday,7762,0,7762
1013,73236,Tolima,Dolores,7262,12,7274
1014,73268,Tolima,Espinal,67174,809,67983
1015,73270,Tolima,Falan,6612,0,6612
1016,73275,Tolima,Flandes,27309,25,27334
1017,73283,Tolima,Fresno,28776,144,28920
1018,73319,Tolima,Guamo,30364,152,30516
1019,73347,Tolima,Herveo,6361,7,6368
1020,73349,Tolima,Honda,22753,863,23616
1021,73352,Tolima,Icononzo,9979,78,10057
1022,73408,Tolima,Lérida,16971,113,17084
1023,73411,Tolima,Líbano,32886,376,33262
1024,73443,Tolima,Mariquita,34398,107,34505
1025,73449,Tolima,Melgar,33773,363,34136
1026,73461,Tolima,Murillo,3348,41,3389
1027,73483,Tolima,Natagaima,14274,18,14292
1028,73504,Tolima,Ortega,29662,3,29665
1029,73520,Tolima,Palocabildo,9188,22,9210
1030,73547,Tolima,Piedras,5518,56,5574
1031,73555,Tolima,Planadas,21503,54,21557
1032,73563,Tolima,Prado,7893,0,7893
1033,73585,Tolima,Purificación,22461,221,22682
1034,73616,Tolima,Rioblanco,19065,25,19090
1035,73622,Tolima,Roncesvalles,5093,68,5161
1036,73624,Tolima,Rovira,20220,0,20220
1037,73671,Tolima,Saldaña,14078,21,14099
1038,73675,Tolima,San Antonio,11478,36,11514
1039,73678,Tolima,San Luis,12139,0,12139
1040,73686,Tolima,Santa Isabel,5026,102,5128
1041,73770,Tolima,Suárez,3446,0,3446
1042,73854,Tolima,Valle de San Juan,4502,0,4502
1043,73861,Tolima,Venadillo,12114,23,12137
1044,73870,Tolima,Villahermosa,8520,10,8530
1045,73873,Tolima,Villarrica,5005,16,5021
1046,76001,Valle del Cauca,Cali,1811385,11484,1822869
1047,76020,Valle del Cauca,Alcalá,12165,21,12186
1048,76036,Valle del Cauca,Andalucía,18117,15,18132
1049,76041,Valle del Cauca,Ansermanuevo,15651,17,15668
1050,76054,Valle del Cauca,Argelia,5008,0,5008
1051,76100,Valle del Cauca,Bolívar,13899,55,13954
1052,76109,Valle del Cauca,Buenaventura,256921,1524,258445
1053,76111,Valle del Cauca,Guadalajara de Buga,114081,1740,115821
1054,76113,Valle del Cauca,Bugalagrande,22030,22,22052
1055,76122,Valle del Cauca,Caicedonia,26132,225,26357
1056,76126,Valle del Cauca,Calima,16016,38,16054
1057,76130,Valle del Cauca,Candelaria,84626,35,84661
1058,76147,Valle del Cauca,Cartago,117395,1408,118803
1059,76233,Valle del Cauca,Dagua,39550,115,39665
1060,76243,Valle del Cauca,El Águila,7373,20,7393
1061,76246,Valle del Cauca,El Cairo,6179,0,6179
1062,76248,Valle del Cauca,El Cerrito,53929,54,53983
1063,76250,Valle del Cauca,El Dovio,8496,17,8513
1064,76275,Valle del Cauca,Florida,54207,0,54207
1065,76306,Valle del Cauca,Ginebra,18956,113,19069
1066,76318,Valle del Cauca,Guacarí,30090,185,30275
1067,76364,Valle del Cauca,Jamundí,127125,4681,131806
1068,76377,Valle del Cauca,La Cumbre,12839,40,12879
1069,76400,Valle del Cauca,La Unión,29367,21,29388
1070,76403,Valle del Cauca,La Victoria,11046,12,11058
1071,76497,Valle del Cauca,Obando,10970,0,10970
1072,76520,Valle del Cauca,Palmira,299173,3469,302642
1073,76563,Valle del Cauca,Pradera,43506,46,43552
1074,76606,Valle del Cauca,Restrepo,12798,18,12816
1075,76616,Valle del Cauca,Riofrío,14027,18,14045
1076,76622,Valle del Cauca,Roldanillo,31466,192,31658
1077,76670,Valle del Cauca,San Pedro,15450,0,15450
1078,76736,Valle del Cauca,Sevilla,36552,275,36827
1079,76823,Valle del Cauca,Toro,12068,23,12091
1080,76828,Valle del Cauca,Trujillo,16646,42,16688
1081,76834,Valle del Cauca,Tuluá,185762,1397,187159
1082,76845,Valle del Cauca,Ulloa,4772,72,4844
1083,76863,Valle del Cauca,Versalles,6233,0,6233
1084,76869,Valle del Cauca,Vijes,10741,25,10766
1085,76890,Valle del Cauca,Yotoco,15319,6,15325
1086,76892,Valle del Cauca,Yumbo,94868,172,95040
1087,76895,Valle del Cauca,Zarzal,39295,48,39343
1088,81001,Arauca,Arauca,74637,1098,75735
1089,81065,Arauca,Arauquita,44793,475,45268
1090,81220,Arauca,Cravo Norte,3644,0,3644
1091,81300,Arauca,Fortul,17394,98,17492
1092,81591,Arauca,Puerto Rondón,4145,24,4169
1093,81736,Arauca,Saravena,52278,606,52884
1094,81794,Arauca,Tame,39855,456,40311
1095,85001,Casanare,Yopal,154478,2464,156942
1096,85010,Casanare,Aguazul,33408,32,33440
1097,85015,Casanare,Chameza,1957,52,2009
1098,85125,Casanare,Hato Corozal,10985,446,11431
1099,85136,Casanare,La Salina,1174,53,1227
1100,85139,Casanare,Maní,12849,442,13291
1101,85162,Casanare,Monterrey,14803,25,14828
1102,85225,Casanare,Nunchía,8402,67,8469
1103,85230,Casanare,Orocué,7938,204,8142
1104,85250,Casanare,Paz de Ariporo,33956,490,34446
1105,85263,Casanare,Pore,10675,0,10675
1106,85279,Casanare,Recetor,1230,17,1247
1107,85300,Casanare,Sabanalarga,3005,41,3046
1108,85315,Casanare,Sácama,1675,0,1675
1109,85325,Casanare,San Luis de Palenque,7436,101,7537
1110,85400,Casanare,Támara,6095,222,6317
1111,85410,Casanare,Tauramena,21288,421,21709
1112,85430,Casanare,Trinidad,11583,151,11734
1113,85440,Casanare,Villanueva,31691,36,31727
1114,86001,Putumayo,Mocoa,47837,585,48422
